sentence_incorrect,sentence_correct,wrong,correct
se va înregistra până la 38 de grade,se vor înregistra până la 38 de grade,va,vor
o moțiune de cenzură semnată de douăsprezece,o moțiune de cenzură semnată de doisprezece,douăsprezece,doisprezece
"Stați, dom’le și suflați acolo!","Stați, dom’le, și suflați acolo!",dom’le,"dom’le,"
micuții a căror destine le-au fost frânte,micuții ale căror destine le-au fost frânte,a,ale
care n-ar însemna nici mai mult nici mai puțin,"care n-ar însemna nici mai mult, nici mai puțin",mult,"mult,"
acest lucru s-ar putea să-i fie fatal pentru Taffy,acest lucru s-ar putea să-i fie fatal lui Taffy,pentru,lui
fiul bătrânului decedat este sceptic în ceea ce privește finalitatea acestui caz,fiul bătrânului decedat este sceptic în ceea ce privește finalizarea acestui caz,finalitatea,finalizarea
cum vroiați dumneavoastră;,cum voiați dumneavoastră;,vroiați,voiați
Nu vor fi probe cu giumbușlucării,Nu vor fi probe cu giumbușlucuri,giumbușlucării,giumbușlucuri
m-au inspirat atât pe mine cât și întreaga omenire,"m-au inspirat atât pe mine, cât și întreaga omenire",mine,"mine,"
distracția este la maxim,distracția este la maximum,maxim,maximum
Deși vroiam s-o duc către o direcție serioasă,Deși voiam s-o duc către o direcție serioasă,vroiam,voiam
Spitalul CF 2 anunță mâine rezultatul testelor iar Spitalul Floreasca continuă ancheta.,"Spitalul CF 2 anunță mâine rezultatul testelor, iar Spitalul Floreasca continuă ancheta.",testelor,"testelor,"
Umblă cu mașina noastră în sensul că e pe bani publici.,Umblă cu mașina noastră în sensul că e din bani publici.,pe,din
Interiorul exploatează la maxim aceste posibilități,Interiorul exploatează la maximum aceste posibilități,maxim,maximum
Trebuiește totuși,Trebuie totuși,Trebuiește,Trebuie
"Insula portugheză Madeira oferă, timp de două săptămâni un spectacol floral somptuos.","Insula portugheză Madeira oferă, timp de două săptămâni, un spectacol floral somptuos.",săptămâni,"săptămâni,"
"Există informații că peste 100.000 de oameni, au venit...",Există informații că peste 100.000 de oameni au venit...,"oameni,",oameni
pensiile trebuiesc calculate,pensiile trebuie calculate,trebuiesc,trebuie
Ce trebuie să aibe ei,Ce trebuie să aibă ei,aibe,aibă
și nu are compuși petroliferi,și nu are compuși petrolieri,petroliferi,petrolieri
Nu mai cumpărăm mâncare luăm băutură,"Nu mai cumpărăm mâncare, luăm băutură",mâncare,"mâncare,"
o să vă arăt ce se întâmplă în Europa pe perioada următoare,o să vă arăt ce se întâmplă în Europa în perioada următoare,pe,în
Au fost securizate la maxim,Au fost securizate la maximum,maxim,maximum
Au câștigat primul trofeu european a fotbalului românesc,Au câștigat primul trofeu european al fotbalului românesc,a,al
s-ar putea să fie drepturi care trebuiesc acordate,s-ar putea să fie drepturi care trebuie acordate,trebuiesc,trebuie
Cumpără produse Whirlpool de la Altex în valoare de minim 2000 de lei prin credit în magazin și primești o reducere de 500 RON,Cumpără produse Whirlpool de la Altex în valoare de minimum 2000 de lei prin credit în magazin și primești o reducere de 500 RON,minim,minimum
"Dinamoviștii s-au pierdut printre laptopuri, fete frumoase, dar și printre mulțimea de fani.","Dinamoviștii s-au pierdut printre laptopuri, fete frumoase, dar și prin mulțimea de fani.",printre,prin
reproșa medicinii naturiste,reproșa medicinei naturiste,medicinii,medicinei
"Curat, neconstituțional!",Curat neconstituțional!,"Curat,",Curat
să părăseasc România,să părăsească România,părăseasc,părăsească
"temperaturile, în sfârșit, or să scadă","temperaturile, în sfârșit, o să scadă",or,o
vroia să afle amănunte,voia să afle amănunte,vroia,voia
"Dragii mei, dragele mele, sunt foarte curioasă...","Dragii mei, dragile mele, sunt foarte curioasă...",dragele,dragile
să dau o șansă omului acesta,să dau o șansă omului acestuia,acesta,acestuia
este copia unei hotărâri de consiliu al orașului Roma,este copia unei hotărâri de consiliu a orașului Roma,al,a
Nu vroia decât ca aceasta să declare copilul,Nu voia decât ca aceasta să declare copilul,vroia,voia
orez i se spune și balast,orezului i se spune și balast,orez,orezului
În Bulgaria sunt mii de copii nevoioși.,În Bulgaria sunt mii de copii nevoiași.,nevoioși.,nevoiași.
"Dr. Florin Radu, medic primar chirurg răspunde întrebărilor dumneavoastră","Dr. Florin Radu, medic primar chirurg, răspunde întrebărilor dumneavoastră",chirurg,"chirurg,"
ăia să aibe interes,ăia să aibă interes,aibe,aibă
Magda ține-l [...],"Magda, ține-l [...]",Magda,"Magda,"
despre o mătușă care vroia să fugă în Italia,despre o mătușă care voia să fugă în Italia,vroia,voia
când era cu număratul ouălelor,când era cu număratul ouălor,ouălelor,ouălor
n-o să-i dea niște fișicuri de hârtii,n-o să-i dea niște teancuri de hârtii,fișicuri,teancuri
"ar fi un lucru bun, dar nu atât de bun ar fi această soluție","ar fi un lucru bun, dar nu atât de bună ar fi această soluție",bun,bună
este nemulțumit de nivelul de colectare al taxelor,este nemulțumit de nivelul de colectare a taxelor,al,a
există mari șanse ca cei doi să redevină din nou un cuplu,există mari șanse ca cei doi să devină din nou un cuplu,redevină,devină
cei doi lideri au servit fiecare câte un burger,cei doi lideri au comandat fiecare câte un burger,servit,comandat
"ori nu mai au salariu (...), sau se trezesc cu pensiile diminuate","ori nu mai au salariu (...), ori se trezesc cu pensiile diminuate",sau,ori
Democrația asta costă scump,Democrația asta costă mult,scump,mult
cum este și cazul doamnei Lilianei Ghervasiuc,cum este și cazul doamnei Liliana Ghervasiuc,Lilianei,Liliana
"Iar sistemele, cu precărere cel de învățământ, crea...","Iar sistemele, cu precărere cel de învățământ, creau...",crea...,creau...
Contestată Biserica Unionistă a oficiat 20.000 de nunți simultane în mai multe țări din lume,"Contestată, Biserica Unionistă a oficiat 20.000 de nunți simultane în mai multe țări din lume",Contestată,"Contestată,"
"un apel de urgență, un apel care vine pe 112","un apel de urgență, un apel care vine la 112",pe,la
Liniștește-te mamă!,"Liniștește-te, mamă!",Liniștește-te,"Liniștește-te,"
"unele străzi aparțineau de 6, altele de București","unele străzi țineau de 6, altele de București",aparțineau,țineau
începe să se limpezească lucrurile,încep să se limpezească lucrurile,începe,încep
au ajuns la spital în urma unei altercații între familii de romi,au ajuns la spital în urma unei bătăi între familii de romi,altercații,bătăi
"doar că bandele de parcagii (...) nu se lasă duși cu una, cu două","doar că bandele de parcagii (...) nu se lasă duse cu una, cu două",duși,duse
– Face-ți-mi rost de un soț!,– Faceți-mi rost de un soț!,Face-ți-mi,Faceți-mi
personalități de o forță uriașă nu pot fi omorâți,personalități de o forță uriașă nu pot fi omorâte,omorâți,omorâte
Vă este rău doamnă?,"Vă este rău, doamnă?",rău,"rău,"
"Suspendarea mea, să respecte constituția și instituțiile",Suspendarea mea să respecte constituția și instituțiile,"mea,",mea
...de ce bărbatul s-ar complace să fie prins la mijloc între două femei,...de ce bărbatul s-ar complăcea să fie prins la mijloc între două femei,complace,complăcea
Autoritățile încercau să facă și ele ce poate.,Autoritățile încercau să facă și ele ce pot.,poate.,pot.
abia se mai putea ținea pe picioare,abia se mai putea ține pe picioare,ținea,ține
"femei ca Jenica, femei care luptă pentru copiii și nepoții ei","femei ca Jenica, femei care luptă pentru copiii și nepoții lor",ei,lor
să nu cumpărăm și lucruri care nu ne trebuiesc,să nu cumpărăm și lucruri care nu ne trebuie,trebuiesc,trebuie
Aceste cazuri care au ținut prima pagină a readus în atenția...,Aceste cazuri care au ținut prima pagină au readus în atenția...,a,au
"Cristian Borcea, președintele executiv al clubului Dinamo București va contesta ...","Cristian Borcea, președintele executiv al clubului Dinamo București,  va contesta ...",București,"București,"
Vroiam să vă întreb,Voiam să vă întreb,Vroiam,Voiam
desfășurată la Oslo scăderea importurilor din,desfășurate la Oslo scăderea importurilor din,desfășurată,desfășurate
Făceți-vă scenariul!,Faceți-vă scenariul!,Făceți-vă,Faceți-vă
"pe imagini, se vede cum...","în imagini, se vede cum...",pe,în
"legea privind stocarea datelor declarată neconstituțională, împiedică desfășurarea ...","legea privind stocarea datelor, declarată neconstituțională, împiedică desfășurarea ...",datelor,"datelor,"
unde se v-a întâlni cu președintele,unde se va întâlni cu președintele,v-a,va
trebuiește să analizăm.,trebuie să analizăm.,trebuiește,trebuie
Săracul Boc prin câte a pățit...,Săracul Boc prin câte a trecut…,pățit...,trecut…
ca să ne aducem aminte cu toții despre acest subiect,ca să ne aducem aminte cu toții de acest subiect,despre,de
Acele stereotipuri legat de culori,Acele stereotipuri legate de culori,legat,legate
astfel de calamități provenite în urma cutremurelor,astfel de calamități apărute în urma cutremurelor,provenite,apărute
Am încercat cu cricul dar nu am reușit,"Am încercat cu cricul, dar nu am reușit",cricul,"cricul,"
frumoase compusă de...,frumoase compuse de...,compusă,compuse
faci și economie pă trei ani,faci și economie pe trei ani,pă,pe
Ce faci mamă?,"Ce faci, mamă?",faci,"faci,"
"și dacă este diagnosticat la timp, manifestările pot","și, dacă este diagnosticat la timp, manifestările pot",și,"și,"
vroiam să vă întreb,voiam să vă întreb,vroiam,voiam
de a le înveselii sufletele,de a le înveseli sufletele,înveselii,înveseli
vă văd o femeie care știți,vă văd o femeie care știe,știți,știe
se întamplă zilnic,se întâmplă zilnic,întamplă,întâmplă
Chiar vroiam să te întreb apropo de...,Chiar voiam să te întreb apropo de...,vroiam,voiam
Omul care ați stat cel mai mult,Omul care a stat cel mai mult,ați,a
să facp un credit,să facă un credit,facp,facă
balonul fiind transmis în extremis,balonul fiind transmis in extremis,în,in
am ajuns pe finalul emisiunii,am ajuns la finalul emisiunii,pe,la
"Ar fi frumos să-i vedem bucuroși, jucînd fotbalul [...]","Ar fi frumos să-i vedem bucuroși, jucând fotbalul [...]",jucînd,jucând
Domnul Ministru (n.r. Gheorghe Pogea) a venit?,Domnul ministru (n.r. Gheorghe Pogea) a venit?,Ministru,ministru
"Nu știam că el ar face orice pentru ele, dragele sale","Nu știam că el ar face orice pentru ele, dragile sale",dragele,dragile
Adevărul dureros: bărbații înșeală!,Adevărul dureros: bărbații înșală!,înșeală!,înșală!
"2 ANI DE SACRIFICII. CE A FOST GREU, A TRECUT?",2 ANI DE SACRIFICII. CE A FOST GREU A TRECUT?,"GREU,",GREU
nu avea decât maxim 20 la sută,nu avea decât maximum 20 la sută,maxim,maximum
pe care guvernul și-a asumat răspunderea,pentru care guvernul și-a asumat răspunderea,pe,pentru
Mulți unități au trecut,Multe unități au trecut,Mulți,Multe
A zic că a băut ceva cu prietenii.,A zis că a băut ceva cu prietenii.,zic,zis
nu e corect dar asta este,"nu e corect, dar asta este",corect,"corect,"
În urma unei acțiuni desfășurată de agenții FBI,În urma unei acțiuni desfășurate de agenții FBI,desfășurată,desfășurate
Amor între directorul liceului Traian și eleva sa Gabriela,"Amor între directorul liceului Traian și eleva sa, Gabriela",sa,"sa,"
"Kovesi are grad de colonel, dar nu a făcut Armata","Kovesi are grad de colonel, dar nu a făcut armata",Armata,armata
"în același timp o să mă gândesc și pe mine cum am luat, tot așa, o mică păcăleală","în același timp o să mă gândesc și la mine cum am luat, tot așa, o mică păcăleală",pe,la
"Apropo de fotografii, vroiam să vă întreb","Apropo de fotografii, voiam să vă întreb",vroiam,voiam
îi spunea lui în telefon,îi spunea lui la telefon,în,la
la exercițiu a participat polițiștii,la exercițiu au participat polițiștii,a,au
conform prognozei dată de meteorologi,conform prognozei date de meteorologi,dată,date
N-avea cum să nu aibe hainele murdare,N-avea cum să nu aibă hainele murdare,aibe,aibă
pariuri ale căror geamuri sunt sparte,pariuri ale cărei geamuri sunt sparte,căror,cărei
l-am folosit pentru operațiuni cargo,l-am folosit pentru operațiuni cargou,cargo,cargou
restul au fost preocupați cu aruncarea petardelor,restul au fost preocupați de aruncarea petardelor,cu,de
Tinerii vor lua cu asalt porțile unităților și a școlilor de profil,Tinerii vor lua cu asalt porțile unităților și ale școlilor de profil,a,ale
"Dacă îl țineați pe copilu, poate că viața dumneavoastră ar fi fost altfel","Dacă îl țineați pe copil, poate că viața dumneavoastră ar fi fost altfel","copilu,","copil,"
Huidu audiat de procurori,"Huidu, audiat de procurori",Huidu,"Huidu,"
"apoi vine împlinirea, podiumul, medaliile","apoi vin împlinirea, podiumul, medaliile",vine,vin
vroiam să bifez și eu restanța aceea,voiam să bifez și eu restanța aceea,vroiam,voiam
vestea deciziei luată de Guvernul italian,vestea deciziei luate de Guvernul italian,luată,luate
vroiau neapărat să plece,voiau neapărat să plece,vroiau,voiau
Înviată de blitz,Înviată de bliț,blitz,bliț
"ședința a început cu întârziere, cea ce a dus la ceartă","ședința a început cu întârziere, ceea ce a dus la ceartă",cea,ceea
Aici se montează un mini-tanc,Aici se montează un minitanc,mini-tanc,minitanc
Luni este ultima zi de semnare a contractele de credit,Luni este ultima zi de semnare a contractelor de credit,contractele,contractelor
