sentence_incorrect,sentence_correct,wrong,correct
"Deși atât cavaleria austriacă cuprindeau elemente de miliții Landwehr, în general de calitate îndoielnciă, acestea erau nesemnificative ca număr la Wagram, unde Arhiducele beneficia de cele mai bune trupe de care dispunea Imperiul la acel moment.","Deși atât cavaleria  austriacă cuprindeau elemente de miliții Landwehr, în general de calitate îndoielnică, acestea erau nesemnificative ca număr la Wagram, unde Arhiducele beneficia de cele mai bune trupe de care dispunea Imperiul la acel moment.","îndoielnciă,","îndoielnică,"
"Deși atât cavaleria austriacă cuprindeau elemente de miliții Landwehr, în general de calitate îndoelnică, acestea erau nesemnificative ca număr la Wagram, unde Arhiducele beneficia de cele mai bune trupe de care dispunea Imperiul la acel moment.","Deși atât cavaleria  austriacă cuprindeau elemente de miliții Landwehr, în general de calitate îndoielnică, acestea erau nesemnificative ca număr la Wagram, unde Arhiducele beneficia de cele mai bune trupe de care dispunea Imperiul la acel moment.","îndoelnică,","îndoielnică,"
Împreună cu unul din fhații săi a debutat în sport ca juniori la echipa de fotbal de la STB (actualul RATB).,Împreună cu unul din frații săi a debutat în sport ca juniori la echipa de fotbal de la STB (actualul RATB).,fhații,frații
Împreună cu unul din fații săi a debutat în sport ca juniori la echipa de fotbal de la STB (actualul RATB).,Împreună cu unul din frații săi a debutat în sport ca juniori la echipa de fotbal de la STB (actualul RATB).,fații,frații
Aș odri un mic ajutor pentru trecerea formulelor dela „Amestec respirator Nitrox” în formulă matematică.,Aș dori un mic ajutor pentru trecerea formulelor dela „Amestec respirator Nitrox” în formulă matematică.,odri,dori
Aș doli un mic ajutor pentru trecerea formulelor dela „Amestec respirator Nitrox” în formulă matematică.,Aș dori un mic ajutor pentru trecerea formulelor dela „Amestec respirator Nitrox” în formulă matematică.,doli,dori
Săi ținem pumnii să se distreze.,Să-i ținem pumnii să se distreze.,Săi,Să-i
Săui ținem pumnii să se distreze.,Să-i ținem pumnii să se distreze.,Săui,Să-i
"Marca Comunitară nu anulează înregistrarea unei mărci la nivel național, ele pot funcționa în paralel fără să se influențeze una pe ceaaltă.","Marca Comunitară nu anulează înregistrarea unei mărci la nivel național, ele pot funcționa în paralel fără să se influențeze una pe cealaltă.",ceaaltă.,cealaltă.
"Marca Comunitară nu anulează înregistrarea unei mărci la nivel național, ele pot funcționa în paralel fără să se influențeze una pe cealată.","Marca Comunitară nu anulează înregistrarea unei mărci la nivel național, ele pot funcționa în paralel fără să se influențeze una pe cealaltă.",cealată.,cealaltă.
A câștigat toate depturile de membru exceptând dreptul la vot.,A câștigat toate drepturile de membru exceptând dreptul la vot.,depturile,drepturile
A câștigat toate drepturipe de membru exceptând dreptul la vot.,A câștigat toate drepturile de membru exceptând dreptul la vot.,drepturipe,drepturile
"Dacă aveți dumneavoastră (nu doar amintiri, ci documente ce pot qi citate) le puteți adăuga.","Dacă aveți dumneavoastră (nu doar amintiri, ci documente ce pot fi citate) le puteți adăuga.",qi,fi
"Dacă aveți dumneavoastră (nu doar amintiri, ci documente ce pot fu citate) le puteți adăuga.","Dacă aveți dumneavoastră (nu doar amintiri, ci documente ce pot fi citate) le puteți adăuga.",fu,fi
"Invenția constă în crearea unei noi configurații, compoziții sau maetrii, dispozitiv sau proces.","Invenția constă în crearea unei noi configurații, compoziții sau materii, dispozitiv sau proces.","maetrii,","materii,"
"Invenția constă în crearea unei noi configurații, compoziții sau maerii, dispozitiv sau proces.","Invenția constă în crearea unei noi configurații, compoziții sau materii, dispozitiv sau proces.","maerii,","materii,"
Cum se descurcă alț lideri femei?,Cum se descurcă alți lideri femei?,alț,alți
Cum se descurcă lți lideri femei?,Cum se descurcă alți lideri femei?,lți,alți
Aceste două rampe de lansare ua fost folosite prima dată in 1967 și sunt folosite și astăzi.,Aceste două rampe de lansare au fost folosite prima dată in 1967 și sunt folosite și astăzi.,ua,au
Aceste două rampe de lansare nu fost folosite prima dată in 1967 și sunt folosite și astăzi.,Aceste două rampe de lansare au fost folosite prima dată in 1967 și sunt folosite și astăzi.,nu,au
"Interesanta piesă de mobilier cultic – tetrapodul pictat, este o mărturie că semnatarul ei, din 1824, Porfirie Șarlea de la Feisa, -a aflat alături de tatăl său Ban Vasilie, la împodobirea lăcașului.","Interesanta piesă de mobilier cultic – tetrapodul pictat, este o mărturie că semnatarul ei, din 1824, Porfirie Șarlea de la Feisa, s-a aflat alături de tatăl său Ban Vasilie, la împodobirea lăcașului.",-a,s-a
"Interesanta piesă de mobilier cultic – tetrapodul pictat, este o mărturie că semnatarul ei, din 1824, Porfirie Șarlea de la Feisa, ska aflat alături de tatăl său Ban Vasilie, la împodobirea lăcașului.","Interesanta piesă de mobilier cultic – tetrapodul pictat, este o mărturie că semnatarul ei, din 1824, Porfirie Șarlea de la Feisa, s-a aflat alături de tatăl său Ban Vasilie, la împodobirea lăcașului.",ska,s-a
Aceasta a luat naștere datorită unui amendament constituțional din 2003 care a permis Paulamentului să facă serviciul militar opțional.,Aceasta a luat naștere datorită unui amendament constituțional din 2003 care a permis Parlamentului să facă serviciul militar opțional.,Paulamentului,Parlamentului
Aceasta a luat naștere datorită unui amendament constituțional din 2003 care a permis aPrlamentului să facă serviciul militar opțional.,Aceasta a luat naștere datorită unui amendament constituțional din 2003 care a permis Parlamentului să facă serviciul militar opțional.,aPrlamentului,Parlamentului
"Apoi, la o săptămâna, capsula Liberty Bell 7 cu Virgil Ivan Grissom la bord, a pornit qntr-un zbor suborbital.","Apoi, la o săptămâna, capsula Liberty Bell 7 cu Virgil Ivan Grissom la bord, a pornit într-un zbor suborbital.",qntr-un,într-un
"Apoi, la o săptămâna, capsula Liberty Bell 7 cu Virgil Ivan Grissom la bord, a pornit înr-un zbor suborbital.","Apoi, la o săptămâna, capsula Liberty Bell 7 cu Virgil Ivan Grissom la bord, a pornit într-un zbor suborbital.",înr-un,într-un
"Totuși, inovațiile în servicii sunt posibile și făăr inovare tehnologică sau pot încorpora un conținut tehnologic limitat.","Totuși, inovațiile în servicii sunt posibile și fără inovare tehnologică sau pot încorpora un conținut tehnologic limitat.",făăr,fără
"Totuși, inovațiile în servicii sunt posibile și qără inovare tehnologică sau pot încorpora un conținut tehnologic limitat.","Totuși, inovațiile în servicii sunt posibile și fără inovare tehnologică sau pot încorpora un conținut tehnologic limitat.",qără,fără
"Comisia Rogers a oferit nouă recomandrăi pentru îmbunătățirea siguranței programului Space Shuttle, iar Președintele Reagan a cerut NASA să prezinte în treizeci de zile un raport în care să arate cum plănuiește să implementeze aceste recomandări.","Comisia Rogers a oferit nouă recomandări pentru îmbunătățirea siguranței programului Space Shuttle, iar Președintele Reagan a cerut NASA să prezinte în treizeci de zile un raport în care să arate cum plănuiește să implementeze aceste recomandări.",recomandrăi,recomandări
"Comisia Rogers a oferit nouă rcomandări pentru îmbunătățirea siguranței programului Space Shuttle, iar Președintele Reagan a cerut NASA să prezinte în treizeci de zile un raport în care să arate cum plănuiește să implementeze aceste recomandări.","Comisia Rogers a oferit nouă recomandări pentru îmbunătățirea siguranței programului Space Shuttle, iar Președintele Reagan a cerut NASA să prezinte în treizeci de zile un raport în care să arate cum plănuiește să implementeze aceste recomandări.",rcomandări,recomandări
Whirlpool este cel mai mare producător de electrocasnice dic lume.,Whirlpool este cel mai mare producător de electrocasnice din lume.,dic,din
Whirlpool este cel mai mare producător de electrocasnice dni lume.,Whirlpool este cel mai mare producător de electrocasnice din lume.,dni,din
"Atenție: uneori vandali modifică pagina de mai multe ori la rînd, alteori pagina este vandalizată de la adrese IP diferite.","Atenție: uneori vandalii modifică pagina de mai multe ori la rînd, alteori pagina este vandalizată de la adrese IP diferite.",vandali,vandalii
"Atenție: uneori vadalii modifică pagina de mai multe ori la rînd, alteori pagina este vandalizată de la adrese IP diferite.","Atenție: uneori vandalii modifică pagina de mai multe ori la rînd, alteori pagina este vandalizată de la adrese IP diferite.",vadalii,vandalii
"La maturjtate, Annie (Kidman) și Baxter (Bateman) se străduiesc să își găsească propria identitate.","La maturitate, Annie (Kidman) și Baxter (Bateman) se străduiesc să își găsească propria identitate.","maturjtate,","maturitate,"
"La aturitate, Annie (Kidman) și Baxter (Bateman) se străduiesc să își găsească propria identitate.","La maturitate, Annie (Kidman) și Baxter (Bateman) se străduiesc să își găsească propria identitate.","aturitate,","maturitate,"
De ce țd-ai lansat noua compilație Transience pe vinil?,De ce ți-ai lansat noua compilație Transience pe vinil?,țd-ai,ți-ai
De ce ți-ia lansat noua compilație Transience pe vinil?,De ce ți-ai lansat noua compilație Transience pe vinil?,ți-ia,ți-ai
"Astfel, a fost o educație religiaosă sau de breaslă.","Astfel, a fost o educație religioasă sau de breaslă.",religiaosă,religioasă
"Astfel, a fost o educație eligioasă sau de breaslă.","Astfel, a fost o educație religioasă sau de breaslă.",eligioasă,religioasă
ZDI: În ziua de astăzic imaginea unui oraș contează extrem de mult.,"ZDI: În ziua de astăzi, imaginea unui oraș contează extrem de mult.",astăzic,"astăzi,"
"ZDI: În ziua de satăzi, imaginea unui oraș contează extrem de mult.","ZDI: În ziua de astăzi, imaginea unui oraș contează extrem de mult.","satăzi,","astăzi,"
"Camerele sunt dotate cu internet, cablu TV, chuvetă și frigider.","Camerele sunt dotate cu internet, cablu TV, chiuvetă și frigider.",chuvetă,chiuvetă
"Camerele sunt dotate cu internet, cablu TV, chauvetă și frigider.","Camerele sunt dotate cu internet, cablu TV, chiuvetă și frigider.",chauvetă,chiuvetă
"După Revoluția română din 1989, din cauza lipsei de fonduri, multe unități au fost dsființate și multe echipamente au fost eliminate.","După Revoluția română din 1989, din cauza lipsei de fonduri, multe unități au fost desființate și multe echipamente au fost eliminate.",dsființate,desființate
"După Revoluția română din 1989, din cauza lipsei de fonduri, multe unități au fost dseființate și multe echipamente au fost eliminate.","După Revoluția română din 1989, din cauza lipsei de fonduri, multe unități au fost desființate și multe echipamente au fost eliminate.",dseființate,desființate
"Riscul de a obține arome dezagreabile-de „redus”, de etanal etc-este mult mai mare în cazul levurilr indigene, decât în cazul levurilor selecționate.","Riscul de a obține arome dezagreabile-de „redus”, de etanal etc-este mult mai mare în cazul levurilor indigene, decât în cazul levurilor selecționate.",levurilr,levurilor
"Riscul de a obține arome dezagreabile-de „redus”, de etanal etc-este mult mai mare în cazul levurilr indigene, decât în cazul levurilor selecționate.","Riscul de a obține arome dezagreabile-de „redus”, de etanal etc-este mult mai mare în cazul levurilor indigene, decât în cazul levurilor selecționate.",levurilr,levurilor
Moshe Spitzer l-a angajat pe Arikha in ilustrarea a numeroase cărți clasice publicate de editura sa (vezi mai jos Ilustrțaii).,Moshe Spitzer l-a angajat pe Arikha in ilustrarea a numeroase cărți clasice publicate de editura sa (vezi mai jos Ilustrații).,Ilustrțaii).,Ilustrații).
Moshe Spitzer l-a angajat pe Arikha in ilustrarea a numeroase cărți clasice publicate de editura sa (vezi mai jos Ilustraiți).,Moshe Spitzer l-a angajat pe Arikha in ilustrarea a numeroase cărți clasice publicate de editura sa (vezi mai jos Ilustrații).,Ilustraiți).,Ilustrații).
Eu cred că brandul ar trebui să fie în zona de științe mă refer aici la brandul modern al orașului.,"Eu cred că brandul ar trebui să fie în zona de științe, mă refer aici la brandul modern al orașului.",științe,"științe,"
"Eu cred că brandul ar trebui să fie în zona de știineț, mă refer aici la brandul modern al orașului.","Eu cred că brandul ar trebui să fie în zona de științe, mă refer aici la brandul modern al orașului.","știineț,","științe,"
"Actual oferă cicluirle de licență, masterat și doctorat.","Actual oferă ciclurile de licență, masterat  și doctorat.",cicluirle,ciclurile
"Actual oferă cicluriue de licență, masterat și doctorat.","Actual oferă ciclurile de licență, masterat  și doctorat.",cicluriue,ciclurile
Obama vorbește despre terorism și criza imigranțivor cu regele Spaniei,Obama vorbește despre terorism și criza imigranților cu regele Spaniei,imigranțivor,imigranților
